study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
147,90,72,167,388,Happy,Leisure
78,12,135,173,347,Neutral,Leisure
102,69,91,166,416,Neutral,Leisure
134,65,203,116,312,Sad,Leisure
23,88,238,79,338,Neutral,Leisure
118,83,60,85,466,Sad,Productive
11,55,60,54,448,Tired,Leisure
79,48,78,169,353,Happy,Leisure
10,85,156,99,344,Tired,Leisure
157,81,103,44,450,Tired,Productive
81,90,77,137,385,Neutral,Leisure
3,17,135,103,409,Energetic,Leisure
86,22,231,52,376,Happy,Leisure
130,57,231,77,357,Neutral,Leisure
158,35,122,67,339,Energetic,Productive
144,80,236,112,354,Sad,Leisure
121,24,64,23,464,Tired,Productive
67,42,180,67,374,Sad,Leisure
118,8,105,110,396,Sad,Leisure
36,82,115,46,445,Energetic,Leisure
22,60,129,29,434,Tired,Leisure
20,33,186,50,328,Neutral,Leisure
17,22,93,127,420,Tired,Leisure
66,34,150,1,431,Tired,Leisure
128,3,119,24,348,Neutral,Leisure
23,38,124,82,300,Tired,Leisure
168,12,70,111,355,Energetic,Leisure
57,87,191,95,334,Tired,Leisure
94,2,13,66,308,Tired,Productive
143,60,4,180,423,Neutral,Productive
63,19,6,105,360,Sad,Leisure
17,58,185,113,326,Sad,Leisure
13,68,186,33,455,Tired,Leisure
8,48,111,167,319,Sad,Leisure
162,11,223,133,465,Happy,Leisure
178,37,205,96,334,Sad,Leisure
46,41,211,161,479,Happy,Leisure
174,69,234,8,392,Neutral,Productive
3,20,187,163,454,Tired,Leisure
37,9,98,29,345,Tired,Leisure
80,34,164,4,312,Tired,Leisure
32,62,48,33,321,Happy,Productive
40,39,73,62,455,Sad,Leisure
142,15,114,8,320,Tired,Productive
87,10,185,20,341,Happy,Leisure
105,79,218,13,453,Happy,Leisure
23,23,49,124,404,Tired,Leisure
176,79,14,4,426,Tired,Productive
171,55,174,70,408,Energetic,Leisure
126,86,173,92,435,Happy,Leisure
176,24,97,49,327,Sad,Productive
124,54,163,139,431,Energetic,Leisure
130,33,189,13,302,Neutral,Leisure
123,56,219,72,400,Tired,Leisure
30,59,235,122,358,Tired,Leisure
177,21,81,18,453,Happy,Productive
41,14,59,50,466,Neutral,Leisure
175,13,102,141,396,Energetic,Leisure
4,6,150,97,330,Sad,Leisure
137,87,61,169,458,Sad,Leisure
79,86,196,159,479,Neutral,Leisure
102,49,95,30,473,Tired,Productive
100,85,85,31,382,Sad,Productive
120,34,6,99,369,Neutral,Productive
147,32,129,74,302,Happy,Leisure
152,9,36,36,318,Happy,Productive
85,49,220,17,458,Neutral,Leisure
149,59,217,132,422,Sad,Leisure
130,64,142,133,470,Energetic,Leisure
85,12,92,60,470,Happy,Leisure
114,25,239,45,375,Energetic,Leisure
109,80,102,123,426,Tired,Leisure
34,2,209,151,394,Energetic,Leisure
75,88,139,161,395,Happy,Leisure
172,7,186,158,450,Sad,Leisure
96,35,153,98,344,Energetic,Leisure
137,19,219,40,388,Sad,Leisure
156,23,169,137,371,Sad,Leisure
6,15,90,80,327,Tired,Leisure
16,13,137,5,308,Neutral,Leisure
136,52,132,127,435,Happy,Leisure
113,38,7,56,343,Happy,Productive
8,86,64,67,444,Happy,Leisure
123,65,77,169,397,Sad,Leisure
140,55,202,116,314,Tired,Leisure
109,9,128,31,338,Neutral,Leisure
85,7,11,168,449,Sad,Leisure
59,62,143,119,324,Energetic,Leisure
118,33,216,166,378,Neutral,Leisure
41,5,184,175,421,Tired,Leisure
18,20,230,122,446,Tired,Leisure
28,27,229,120,331,Neutral,Leisure
62,68,183,33,385,Neutral,Leisure
135,39,149,37,310,Happy,Leisure
45,28,70,78,411,Tired,Leisure
53,22,12,109,413,Sad,Leisure
6,8,212,39,368,Neutral,Leisure
13,26,106,38,337,Energetic,Leisure
151,4,24,0,310,Neutral,Productive
155,76,21,45,441,Tired,Productive
121,81,136,80,435,Neutral,Leisure
35,22,106,141,307,Energetic,Leisure
41,0,179,135,347,Energetic,Leisure
147,42,79,28,410,Energetic,Productive
159,1,38,150,393,Energetic,Leisure
93,1,38,96,389,Sad,Leisure
5,10,230,122,436,Tired,Leisure
108,49,100,43,348,Neutral,Productive
0,21,127,164,345,Happy,Leisure
55,12,129,129,306,Happy,Leisure
62,79,90,160,305,Tired,Leisure
10,24,179,16,310,Tired,Leisure
101,5,195,39,357,Happy,Leisure
77,69,157,105,427,Tired,Leisure
102,51,34,98,329,Tired,Productive
132,28,234,16,317,Happy,Leisure
11,74,47,52,321,Sad,Leisure
44,57,144,125,420,Tired,Leisure
74,24,172,63,474,Energetic,Leisure
67,62,124,140,305,Energetic,Leisure
120,79,117,169,474,Happy,Leisure
13,45,214,130,374,Energetic,Leisure
146,90,223,115,383,Tired,Leisure
132,24,196,109,360,Neutral,Leisure
18,48,62,166,359,Energetic,Leisure
14,65,68,114,444,Happy,Leisure
21,15,49,88,426,Sad,Leisure
57,39,29,7,480,Happy,Productive
41,25,24,74,420,Neutral,Leisure
153,90,136,100,467,Happy,Productive
106,75,119,64,440,Tired,Leisure
69,83,124,156,315,Neutral,Leisure
79,50,29,151,397,Energetic,Leisure
45,51,141,174,469,Tired,Leisure
49,68,227,43,387,Happy,Leisure
138,43,41,162,357,Tired,Leisure
32,59,126,142,334,Neutral,Leisure
11,26,175,167,385,Sad,Leisure
131,31,198,114,314,Tired,Leisure
13,83,51,127,327,Neutral,Leisure
161,62,31,59,385,Sad,Productive
71,76,142,104,458,Sad,Leisure
180,47,129,178,310,Happy,Leisure
0,50,65,117,323,Happy,Leisure
116,7,12,22,392,Energetic,Productive
20,0,145,108,357,Sad,Leisure
11,89,131,17,399,Tired,Leisure
175,85,188,111,302,Energetic,Leisure
40,32,6,85,442,Tired,Leisure
110,83,23,175,364,Neutral,Leisure
58,44,72,74,330,Neutral,Leisure
14,66,235,62,406,Neutral,Leisure
126,26,104,85,302,Neutral,Leisure
149,73,93,179,458,Happy,Leisure
83,36,148,127,338,Neutral,Leisure
56,34,205,55,437,Happy,Leisure
150,0,158,111,370,Tired,Leisure
113,38,25,58,479,Sad,Productive
41,6,228,130,343,Energetic,Leisure
85,18,158,38,314,Neutral,Leisure
38,86,97,0,462,Neutral,Productive
148,42,224,128,452,Happy,Leisure
177,46,185,43,376,Neutral,Leisure
167,41,60,95,475,Happy,Productive
21,11,112,172,376,Neutral,Leisure
4,60,108,54,360,Tired,Leisure
167,63,161,118,337,Sad,Leisure
103,30,218,66,308,Tired,Leisure
172,60,95,17,414,Tired,Productive
62,55,98,83,418,Energetic,Leisure
132,81,127,47,475,Happy,Productive
125,12,197,178,367,Tired,Leisure
85,50,67,108,425,Tired,Leisure
126,50,101,149,396,Sad,Leisure
58,19,69,66,316,Neutral,Leisure
132,29,184,102,420,Happy,Leisure
159,11,139,31,332,Sad,Leisure
56,47,227,109,371,Happy,Leisure
85,38,112,90,411,Sad,Leisure
8,77,195,122,409,Happy,Leisure
22,65,132,169,436,Sad,Leisure
56,13,123,61,460,Sad,Leisure
91,67,20,179,367,Sad,Leisure
45,73,149,6,457,Energetic,Leisure
17,84,236,146,428,Happy,Leisure
77,33,4,122,354,Happy,Leisure
118,43,96,95,362,Neutral,Leisure
100,78,93,24,390,Sad,Productive
170,51,215,106,329,Energetic,Leisure
115,7,213,95,429,Tired,Leisure
172,68,40,156,343,Energetic,Productive
53,67,136,99,343,Happy,Leisure
122,73,184,127,462,Neutral,Leisure
28,61,25,110,317,Tired,Leisure
162,18,62,44,392,Energetic,Productive
133,1,132,169,424,Energetic,Leisure
49,18,143,48,345,Energetic,Leisure
126,36,130,89,479,Sad,Leisure
141,48,91,122,409,Neutral,Leisure
56,22,169,158,395,Neutral,Leisure
62,42,207,134,436,Happy,Leisure
47,81,204,0,345,Neutral,Leisure
131,9,221,72,386,Neutral,Leisure
117,87,173,153,431,Energetic,Leisure
24,83,67,175,439,Neutral,Leisure
24,88,27,159,417,Tired,Leisure
95,12,36,100,371,Happy,Leisure
170,49,185,43,450,Happy,Leisure
154,26,84,2,307,Tired,Productive
99,45,72,103,422,Sad,Leisure
133,39,146,118,457,Energetic,Leisure
175,30,56,117,456,Sad,Productive
132,14,14,131,387,Tired,Productive
116,42,119,21,415,Happy,Productive
146,1,53,134,329,Sad,Leisure
141,76,76,137,420,Happy,Productive
55,64,81,68,416,Happy,Leisure
138,17,95,3,314,Neutral,Productive
109,2,184,34,408,Happy,Leisure
151,55,186,113,445,Sad,Leisure
103,11,74,100,313,Neutral,Leisure
79,45,2,113,469,Energetic,Productive
89,90,234,77,363,Energetic,Leisure
63,60,33,97,443,Tired,Leisure
118,66,19,48,332,Neutral,Productive
120,44,87,53,327,Tired,Productive
64,72,72,87,430,Sad,Leisure
101,7,96,179,311,Happy,Leisure
140,77,202,12,354,Sad,Productive
50,58,81,114,424,Sad,Leisure
136,41,80,100,377,Sad,Leisure
49,11,238,139,399,Sad,Leisure
170,28,2,84,417,Tired,Productive
26,18,123,1,396,Tired,Leisure
98,74,55,43,428,Tired,Productive
16,78,49,104,335,Tired,Leisure
32,31,200,13,453,Neutral,Leisure
85,73,21,146,401,Tired,Leisure
71,28,191,172,447,Neutral,Leisure
58,49,168,64,350,Sad,Leisure
102,41,236,96,429,Neutral,Leisure
123,20,150,91,347,Sad,Leisure
139,79,217,178,411,Neutral,Leisure
123,44,235,82,415,Tired,Leisure
79,48,200,50,454,Tired,Leisure
57,27,211,4,335,Energetic,Leisure
10,18,131,163,418,Sad,Leisure
83,27,20,139,335,Happy,Leisure
130,59,143,60,465,Sad,Leisure
57,9,202,164,475,Neutral,Leisure
158,27,229,128,426,Tired,Leisure
45,89,129,81,401,Energetic,Leisure
168,23,51,48,398,Neutral,Productive
46,65,118,115,423,Neutral,Leisure
3,42,70,76,470,Sad,Leisure
148,76,47,128,344,Energetic,Productive
78,51,23,44,398,Sad,Productive
113,9,61,20,397,Energetic,Productive
24,85,192,53,467,Tired,Leisure
125,67,199,155,468,Tired,Leisure
60,40,98,161,338,Energetic,Leisure
1,88,56,172,417,Sad,Leisure
168,38,94,86,315,Energetic,Productive
24,24,1,6,375,Tired,Productive
113,29,218,70,338,Tired,Leisure
64,73,67,30,405,Sad,Productive
26,43,183,79,443,Happy,Leisure
122,3,150,146,427,Sad,Leisure
39,35,67,54,406,Sad,Leisure
46,17,91,111,452,Energetic,Leisure
75,41,170,66,403,Neutral,Leisure
9,16,65,85,446,Tired,Leisure
91,14,106,39,454,Neutral,Leisure
141,61,163,134,372,Energetic,Leisure
55,82,183,148,480,Happy,Leisure
154,84,234,2,350,Energetic,Productive
3,46,240,175,452,Tired,Leisure
49,26,84,37,334,Happy,Leisure
129,4,47,18,327,Tired,Productive
150,72,237,99,380,Tired,Leisure
74,33,96,175,448,Neutral,Leisure
172,87,31,25,431,Happy,Productive
88,77,170,136,386,Happy,Leisure
56,80,62,71,369,Energetic,Productive
178,27,220,87,416,Energetic,Leisure
137,16,225,99,392,Happy,Leisure
40,15,115,160,345,Neutral,Leisure
140,1,194,40,429,Neutral,Leisure
67,39,35,32,438,Sad,Productive
16,30,8,136,415,Happy,Leisure
149,13,105,164,300,Energetic,Leisure
138,40,89,56,340,Energetic,Productive
170,67,81,37,459,Energetic,Productive
179,32,142,19,416,Energetic,Productive
122,0,166,22,439,Energetic,Leisure
65,23,93,86,362,Energetic,Leisure
47,53,172,118,316,Sad,Leisure
11,48,110,42,320,Tired,Leisure
80,54,104,38,376,Happy,Leisure
167,59,68,19,443,Energetic,Productive
71,87,161,174,480,Energetic,Leisure
123,27,135,80,424,Sad,Leisure
77,21,47,111,400,Neutral,Leisure
96,25,121,153,395,Sad,Leisure
48,4,67,112,447,Happy,Leisure
155,23,14,72,318,Sad,Productive
126,67,225,172,465,Sad,Leisure
81,14,76,106,422,Tired,Leisure
147,5,121,163,358,Happy,Leisure
4,6,2,164,306,Energetic,Leisure
108,87,133,70,395,Happy,Leisure
142,60,174,139,321,Sad,Leisure
178,24,55,100,457,Happy,Productive
126,44,65,139,415,Sad,Leisure
1,69,69,80,374,Sad,Leisure
17,46,217,149,395,Tired,Leisure
14,45,145,49,382,Neutral,Leisure
90,4,78,79,346,Happy,Leisure
88,81,120,117,471,Tired,Leisure
129,82,108,15,368,Sad,Productive
158,36,15,92,458,Sad,Productive
19,68,146,78,480,Energetic,Leisure
61,67,68,173,448,Energetic,Leisure
177,22,116,35,470,Neutral,Productive
165,81,78,92,464,Neutral,Productive
20,65,141,119,339,Sad,Leisure
166,80,220,52,328,Energetic,Leisure
57,53,192,9,456,Happy,Leisure
63,81,117,148,429,Energetic,Leisure
174,47,216,156,433,Happy,Leisure
160,14,183,127,361,Sad,Leisure
148,76,60,171,341,Energetic,Leisure
33,37,68,163,409,Tired,Leisure
55,74,181,144,417,Tired,Leisure
143,4,234,132,453,Happy,Leisure
98,70,35,122,301,Energetic,Productive
132,59,9,19,449,Sad,Productive
125,30,157,9,462,Happy,Leisure
31,22,157,91,366,Sad,Leisure
72,49,238,29,376,Tired,Leisure
108,17,225,9,344,Tired,Leisure
34,46,187,48,447,Tired,Leisure
136,20,34,45,473,Sad,Productive
152,73,78,54,427,Energetic,Productive
112,86,81,160,341,Sad,Leisure
96,56,156,68,312,Sad,Leisure
88,71,240,62,396,Energetic,Leisure
172,49,105,138,462,Sad,Leisure
35,88,169,158,396,Sad,Leisure
76,15,159,76,401,Energetic,Leisure
26,85,133,162,413,Energetic,Leisure
119,18,213,146,361,Energetic,Leisure
149,68,110,80,329,Happy,Productive
115,43,219,153,451,Sad,Leisure
19,25,149,99,387,Neutral,Leisure
147,57,153,42,405,Neutral,Productive
58,87,123,92,405,Sad,Leisure
97,85,74,35,402,Tired,Productive
134,3,188,20,383,Happy,Leisure
63,84,64,23,462,Neutral,Productive
130,72,6,158,413,Tired,Productive
114,33,208,159,349,Energetic,Leisure
173,38,159,167,470,Happy,Leisure
131,5,110,109,303,Energetic,Leisure
50,57,47,147,342,Neutral,Leisure
140,30,223,35,420,Tired,Leisure
136,26,141,88,317,Energetic,Leisure
177,82,36,3,390,Happy,Productive
80,1,48,58,316,Happy,Leisure
133,31,87,69,373,Neutral,Productive
68,46,172,15,434,Energetic,Leisure
92,14,130,169,357,Neutral,Leisure
14,51,128,82,356,Tired,Leisure
177,65,200,9,360,Neutral,Productive
43,29,207,44,405,Tired,Leisure
0,78,99,33,355,Happy,Leisure
32,39,142,65,480,Happy,Leisure
77,38,70,34,403,Happy,Productive
123,82,224,23,461,Neutral,Leisure
124,82,115,7,420,Neutral,Productive
88,90,83,1,430,Sad,Productive
133,60,43,14,477,Neutral,Productive
67,11,50,6,367,Energetic,Productive
121,48,132,52,301,Neutral,Leisure
23,77,226,142,397,Sad,Leisure
113,39,1,80,310,Happy,Productive
47,60,49,140,435,Energetic,Leisure
151,21,25,138,457,Tired,Productive
168,43,77,73,364,Happy,Productive
58,84,92,59,334,Tired,Leisure
111,56,31,116,308,Happy,Productive
73,49,148,138,449,Tired,Leisure
96,90,176,11,303,Sad,Leisure
141,53,128,144,362,Energetic,Leisure
99,33,59,109,473,Happy,Leisure
147,0,67,173,431,Sad,Leisure
138,59,50,38,433,Sad,Productive
11,80,124,140,314,Tired,Leisure
167,25,28,124,390,Energetic,Productive
99,8,237,18,464,Tired,Leisure
119,17,155,165,322,Tired,Leisure
98,25,137,124,312,Happy,Leisure
19,4,129,79,448,Tired,Leisure
53,56,22,166,431,Neutral,Leisure
151,11,233,148,412,Neutral,Leisure
22,30,202,39,376,Neutral,Leisure
66,8,126,46,417,Tired,Leisure
135,70,120,118,306,Neutral,Leisure
85,50,18,132,438,Sad,Leisure
22,53,224,161,307,Sad,Leisure
61,86,85,21,442,Tired,Productive
26,52,42,18,474,Happy,Productive
117,33,165,132,397,Energetic,Leisure
154,86,159,152,387,Neutral,Leisure
137,86,174,107,381,Sad,Leisure
152,62,209,156,303,Neutral,Leisure
155,18,226,163,331,Energetic,Leisure
140,16,140,173,379,Energetic,Leisure
83,48,187,170,312,Happy,Leisure
98,79,167,57,329,Neutral,Leisure
135,56,56,90,447,Neutral,Productive
140,40,197,53,314,Tired,Leisure
23,14,173,81,368,Sad,Leisure
22,28,195,87,480,Neutral,Leisure
90,44,59,105,359,Tired,Leisure
75,89,180,87,445,Neutral,Leisure
52,38,215,24,457,Tired,Leisure
86,61,218,126,388,Neutral,Leisure
130,89,62,163,480,Tired,Leisure
155,15,191,56,436,Energetic,Leisure
141,8,92,161,395,Tired,Leisure
74,31,120,109,444,Energetic,Leisure
2,22,50,27,404,Happy,Leisure
62,7,199,150,373,Energetic,Leisure
49,68,166,5,373,Happy,Leisure
64,13,63,53,480,Happy,Leisure
31,76,222,88,371,Tired,Leisure
129,6,36,73,414,Happy,Productive
121,50,196,146,387,Happy,Leisure
118,25,98,52,465,Tired,Leisure
139,70,166,31,454,Energetic,Productive
125,44,116,114,406,Sad,Leisure
171,55,90,11,341,Neutral,Productive
30,90,32,49,413,Tired,Productive
129,0,140,74,451,Tired,Leisure
153,72,142,59,358,Tired,Productive
37,56,101,112,367,Energetic,Leisure
152,54,129,176,463,Happy,Leisure
79,1,161,130,443,Energetic,Leisure
152,89,2,142,358,Happy,Productive
106,48,27,151,393,Sad,Leisure
98,18,176,46,327,Happy,Leisure
122,73,6,180,351,Energetic,Productive
4,21,172,4,328,Tired,Leisure
99,17,82,50,368,Happy,Leisure
27,11,138,3,335,Neutral,Leisure
82,22,214,76,372,Happy,Leisure
142,82,17,162,461,Tired,Productive
45,48,38,177,459,Sad,Leisure
113,83,49,146,407,Tired,Productive
24,17,181,0,388,Tired,Leisure
48,13,238,6,366,Sad,Leisure
171,74,135,42,393,Energetic,Productive
63,82,111,81,368,Tired,Leisure
117,51,170,143,361,Energetic,Leisure
161,69,19,97,359,Neutral,Productive
60,41,211,85,380,Tired,Leisure
33,12,204,115,324,Neutral,Leisure
175,19,14,167,328,Sad,Productive
85,82,240,88,345,Energetic,Leisure
55,29,33,160,427,Neutral,Leisure
92,6,95,172,424,Neutral,Leisure
174,64,210,167,465,Neutral,Leisure
77,83,48,130,374,Energetic,Leisure
17,16,88,66,399,Neutral,Leisure
156,29,96,114,414,Neutral,Leisure
36,30,143,132,347,Energetic,Leisure
62,67,77,145,473,Neutral,Leisure
147,75,224,75,478,Tired,Leisure
180,15,121,41,307,Energetic,Productive
125,57,28,148,443,Sad,Productive
145,61,229,125,379,Energetic,Leisure
30,45,186,117,480,Neutral,Leisure
138,7,158,153,435,Energetic,Leisure
1,80,216,92,372,Energetic,Leisure
145,13,177,105,463,Tired,Leisure
127,36,70,126,318,Sad,Leisure
136,74,123,91,348,Energetic,Leisure
163,89,12,18,445,Energetic,Productive
134,46,137,9,321,Neutral,Productive
100,50,84,176,438,Tired,Leisure
177,40,154,71,412,Neutral,Leisure
166,44,101,170,356,Tired,Leisure
118,21,88,109,308,Sad,Leisure
87,51,138,138,341,Tired,Leisure
7,90,153,2,330,Tired,Leisure
20,4,172,107,328,Tired,Leisure
69,86,234,174,398,Sad,Leisure
28,84,160,171,358,Neutral,Leisure
173,53,20,147,443,Energetic,Productive
34,28,239,76,438,Happy,Leisure
114,51,106,129,324,Neutral,Leisure
170,3,187,136,300,Sad,Leisure
121,51,53,106,325,Tired,Productive
2,32,221,21,389,Happy,Leisure
17,21,120,15,445,Sad,Leisure
90,48,55,80,412,Energetic,Productive
52,17,205,136,435,Energetic,Leisure
147,70,22,96,348,Happy,Productive
82,87,101,153,344,Neutral,Leisure
88,17,211,95,446,Happy,Leisure
45,32,27,88,430,Energetic,Leisure
29,14,47,162,311,Sad,Leisure
63,51,193,105,459,Sad,Leisure
18,77,127,122,465,Energetic,Leisure
44,29,216,30,407,Sad,Leisure
163,32,157,151,423,Tired,Leisure
17,2,130,37,470,Sad,Leisure
63,87,219,45,312,Sad,Leisure
61,69,54,175,341,Tired,Leisure
38,48,189,121,406,Sad,Leisure
64,39,124,177,479,Sad,Leisure
130,68,75,113,444,Sad,Productive
155,20,110,3,365,Neutral,Productive
114,52,143,87,378,Tired,Leisure
167,3,238,141,304,Energetic,Leisure
89,18,143,42,358,Tired,Leisure
151,74,55,96,473,Tired,Productive
53,6,140,118,364,Neutral,Leisure
116,15,171,164,326,Neutral,Leisure
106,5,201,26,311,Happy,Leisure
164,10,140,120,413,Tired,Leisure
22,30,218,72,469,Sad,Leisure
47,52,127,17,412,Sad,Leisure
52,83,28,173,438,Sad,Leisure
130,22,153,145,301,Sad,Leisure
98,45,211,74,451,Sad,Leisure
41,58,32,30,379,Neutral,Productive
151,75,75,136,439,Tired,Productive
117,26,38,129,471,Happy,Leisure
45,87,77,50,380,Sad,Productive
93,90,149,107,363,Energetic,Leisure
91,73,4,157,399,Energetic,Productive
94,67,98,32,381,Neutral,Productive
18,89,189,78,302,Happy,Leisure
59,31,34,45,413,Energetic,Productive
38,69,8,74,380,Sad,Productive
125,5,72,135,370,Happy,Leisure
119,4,145,82,313,Happy,Leisure
33,0,97,149,450,Happy,Leisure
90,82,154,6,394,Sad,Productive
12,34,100,179,346,Neutral,Leisure
46,8,39,170,393,Tired,Leisure
157,33,40,104,310,Neutral,Productive
110,11,14,72,478,Sad,Productive
74,25,213,130,404,Energetic,Leisure
124,17,116,153,304,Energetic,Leisure
150,86,154,3,471,Happy,Productive
125,78,62,8,367,Happy,Productive
126,4,66,85,381,Energetic,Leisure
141,74,166,36,425,Happy,Productive
175,15,169,32,361,Tired,Leisure
169,72,144,56,411,Neutral,Productive
162,42,167,77,473,Happy,Leisure
90,38,55,147,435,Neutral,Leisure
113,23,84,67,403,Happy,Leisure
90,49,169,38,348,Neutral,Leisure
108,48,13,123,382,Energetic,Productive
165,70,194,35,311,Happy,Productive
97,50,236,152,389,Energetic,Leisure
11,24,125,161,471,Energetic,Leisure
154,81,131,41,320,Happy,Productive
150,82,92,50,323,Energetic,Productive
67,89,50,54,331,Neutral,Productive
26,73,77,41,334,Energetic,Leisure
171,6,208,38,370,Tired,Leisure
70,14,192,4,392,Tired,Leisure
107,36,166,29,401,Tired,Leisure
26,82,179,85,396,Neutral,Leisure
158,34,71,136,393,Neutral,Leisure
108,37,0,64,318,Neutral,Productive
152,42,230,34,392,Energetic,Leisure
178,82,160,122,383,Tired,Leisure
24,10,130,105,426,Energetic,Leisure
121,17,214,157,402,Tired,Leisure
143,54,165,99,449,Happy,Leisure
15,68,37,99,372,Energetic,Leisure
145,72,24,86,402,Energetic,Productive
78,70,111,129,474,Energetic,Leisure
167,85,5,9,377,Neutral,Productive
138,29,150,161,471,Happy,Leisure
35,15,182,27,457,Neutral,Leisure
10,45,198,72,431,Sad,Leisure
178,72,139,174,395,Tired,Leisure
28,22,213,62,316,Energetic,Leisure
168,62,199,175,375,Energetic,Leisure
137,55,196,111,335,Neutral,Leisure
58,55,237,143,445,Energetic,Leisure
128,14,76,36,394,Energetic,Productive
174,36,59,170,303,Tired,Leisure
91,0,104,143,405,Tired,Leisure
129,83,153,86,459,Sad,Leisure
70,3,198,114,376,Neutral,Leisure
65,10,147,132,337,Happy,Leisure
96,89,180,172,365,Sad,Leisure
100,19,154,180,417,Tired,Leisure
95,33,222,72,342,Tired,Leisure
80,1,13,73,383,Energetic,Leisure
20,30,116,146,310,Neutral,Leisure
70,59,30,93,431,Energetic,Productive
39,39,22,146,303,Sad,Leisure
61,75,186,60,400,Happy,Leisure
63,6,148,0,475,Energetic,Leisure
48,81,94,25,425,Energetic,Productive
44,90,194,167,422,Tired,Leisure
97,53,31,12,428,Neutral,Productive
33,1,190,36,374,Tired,Leisure
171,89,220,135,364,Tired,Leisure
100,64,216,90,333,Happy,Leisure
23,90,228,156,381,Happy,Leisure
67,78,81,89,417,Happy,Leisure
118,19,81,177,431,Sad,Leisure
111,18,167,5,349,Neutral,Leisure
171,86,91,160,393,Tired,Productive
62,15,240,99,465,Energetic,Leisure
73,79,35,124,396,Neutral,Leisure
33,81,37,21,345,Sad,Productive
69,70,236,160,377,Sad,Leisure
162,30,217,141,424,Neutral,Leisure
95,76,125,97,346,Tired,Leisure
136,83,91,29,389,Neutral,Productive
132,88,128,178,454,Energetic,Leisure
145,42,157,165,401,Tired,Leisure
32,56,127,93,301,Neutral,Leisure
117,31,4,121,305,Tired,Productive
167,89,89,141,468,Tired,Productive
124,14,232,163,420,Neutral,Leisure
79,71,140,97,458,Neutral,Leisure
7,48,108,176,366,Sad,Leisure
4,20,83,69,454,Tired,Leisure
68,18,147,111,480,Happy,Leisure
20,7,81,9,315,Happy,Leisure
15,64,54,58,396,Sad,Leisure
16,87,211,36,303,Tired,Leisure
103,80,227,154,462,Happy,Leisure
60,87,31,142,411,Tired,Leisure
154,17,140,56,362,Tired,Leisure
34,80,165,117,422,Tired,Leisure
146,51,88,174,470,Happy,Leisure
156,47,160,11,449,Energetic,Productive
14,40,83,135,318,Energetic,Leisure
132,56,50,172,312,Sad,Leisure
73,81,190,59,380,Neutral,Leisure
23,73,144,45,460,Happy,Leisure
124,7,217,36,304,Sad,Leisure
108,74,79,109,465,Sad,Leisure
179,27,17,141,399,Sad,Productive
101,15,25,69,388,Tired,Productive
47,31,70,66,330,Energetic,Leisure
0,21,119,17,461,Sad,Leisure
108,39,131,5,447,Energetic,Productive
121,85,119,58,304,Energetic,Productive
108,58,166,49,393,Energetic,Leisure
53,40,166,122,416,Tired,Leisure
147,58,98,77,340,Neutral,Productive
22,59,205,122,420,Sad,Leisure
152,17,127,72,446,Sad,Leisure
106,40,206,32,362,Neutral,Leisure
118,73,74,100,301,Happy,Productive
117,72,129,68,320,Happy,Leisure
5,42,212,105,330,Happy,Leisure
45,6,55,15,465,Tired,Leisure
54,39,73,22,313,Energetic,Leisure
131,22,32,31,376,Energetic,Productive
8,9,233,128,394,Energetic,Leisure
75,18,165,108,424,Sad,Leisure
172,62,81,140,362,Tired,Productive
76,88,57,116,479,Tired,Leisure
71,39,112,100,452,Sad,Leisure
54,26,95,97,409,Neutral,Leisure
173,36,93,104,419,Tired,Productive
74,38,131,9,342,Happy,Leisure
104,77,233,16,413,Energetic,Leisure
51,46,88,23,378,Happy,Leisure
138,15,45,27,315,Neutral,Productive
155,61,201,70,460,Neutral,Leisure
102,87,144,99,374,Sad,Leisure
123,42,22,162,333,Energetic,Leisure
173,11,92,93,471,Happy,Leisure
176,78,109,23,312,Tired,Productive
29,5,156,173,343,Energetic,Leisure
54,38,209,63,476,Sad,Leisure
75,78,197,122,467,Happy,Leisure
72,24,223,87,478,Sad,Leisure
52,77,131,52,440,Sad,Leisure
18,46,70,98,333,Happy,Leisure
38,87,32,85,439,Sad,Productive
37,59,128,14,476,Sad,Leisure
157,71,89,86,479,Neutral,Productive
129,41,58,131,357,Happy,Leisure
100,30,75,139,307,Energetic,Leisure
94,74,145,154,334,Sad,Leisure
56,28,74,24,401,Sad,Leisure
142,70,72,155,305,Energetic,Leisure
55,35,171,14,447,Sad,Leisure
92,87,91,3,463,Tired,Productive
44,23,11,67,303,Neutral,Leisure
72,18,5,179,357,Happy,Leisure
18,43,152,54,438,Happy,Leisure
33,14,58,22,445,Neutral,Leisure
113,20,28,104,304,Happy,Productive
158,0,25,179,471,Neutral,Leisure
101,84,208,26,374,Energetic,Leisure
7,55,96,107,462,Neutral,Leisure
91,53,61,27,335,Happy,Productive
116,38,23,121,326,Neutral,Productive
119,57,172,91,447,Tired,Leisure
38,8,76,98,474,Energetic,Leisure
95,81,189,19,444,Happy,Leisure
13,76,88,39,425,Sad,Leisure
65,59,177,111,391,Tired,Leisure
16,20,215,14,428,Neutral,Leisure
157,69,134,15,356,Neutral,Productive
105,3,66,116,371,Neutral,Leisure
121,71,31,58,337,Sad,Productive
28,86,214,71,357,Energetic,Leisure
60,71,26,180,411,Neutral,Leisure
55,56,36,66,384,Tired,Productive
