study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
59,0,92,36,453,Sad,Leisure
129,47,90,122,470,Happy,Leisure
96,42,11,171,300,Neutral,Leisure
58,50,97,133,307,Energetic,Leisure
136,52,66,65,459,Neutral,Productive
11,9,139,174,350,Neutral,Leisure
27,90,42,168,347,Happy,Leisure
7,0,131,28,338,Tired,Leisure
84,47,95,116,461,Happy,Leisure
152,56,133,112,334,Energetic,Leisure
132,38,94,44,363,Energetic,Productive
142,41,54,3,379,Sad,Productive
59,72,76,140,363,Sad,Leisure
126,39,61,160,376,Energetic,Leisure
96,37,198,132,407,Sad,Leisure
104,56,226,127,340,Tired,Leisure
139,38,67,10,353,Happy,Productive
157,48,29,175,320,Neutral,Productive
126,36,209,25,455,Neutral,Leisure
148,82,28,171,468,Neutral,Productive
88,41,29,39,421,Energetic,Productive
59,37,8,7,463,Sad,Productive
43,36,204,22,376,Energetic,Leisure
103,2,238,86,432,Sad,Leisure
157,40,14,74,340,Happy,Productive
5,30,161,169,387,Tired,Leisure
113,30,103,172,440,Happy,Leisure
73,8,134,50,304,Neutral,Leisure
145,59,212,45,442,Tired,Leisure
176,62,148,103,308,Sad,Leisure
53,83,188,156,361,Neutral,Leisure
1,57,89,110,475,Neutral,Leisure
74,76,80,40,363,Neutral,Productive
123,86,128,171,477,Sad,Leisure
19,33,58,51,363,Tired,Leisure
124,77,197,106,324,Sad,Leisure
153,4,174,82,411,Neutral,Leisure
6,61,216,106,313,Neutral,Leisure
34,52,79,101,446,Neutral,Leisure
176,2,201,68,312,Happy,Leisure
33,52,196,65,425,Sad,Leisure
41,38,35,147,338,Sad,Leisure
154,31,82,113,419,Happy,Leisure
126,50,49,22,306,Sad,Productive
167,6,234,135,361,Sad,Leisure
62,80,149,6,321,Sad,Leisure
149,65,218,110,429,Neutral,Leisure
126,60,198,27,419,Sad,Leisure
151,0,0,26,313,Neutral,Productive
91,72,62,139,339,Happy,Leisure
127,72,151,71,442,Energetic,Leisure
162,87,58,124,467,Neutral,Productive
87,60,116,120,396,Sad,Leisure
180,67,206,68,382,Energetic,Leisure
28,32,91,101,321,Neutral,Leisure
74,50,51,59,447,Energetic,Productive
130,25,21,32,456,Tired,Productive
62,63,116,131,443,Happy,Leisure
88,29,40,41,386,Sad,Productive
35,59,2,124,352,Energetic,Leisure
178,86,215,27,351,Energetic,Productive
155,78,142,121,372,Energetic,Leisure
28,54,8,96,432,Sad,Leisure
119,52,223,124,373,Sad,Leisure
92,41,111,101,390,Tired,Leisure
76,35,175,149,437,Neutral,Leisure
83,74,135,111,455,Neutral,Leisure
40,21,183,23,408,Happy,Leisure
67,75,115,72,406,Tired,Leisure
9,73,74,55,467,Tired,Leisure
51,25,202,32,374,Energetic,Leisure
22,34,211,25,335,Energetic,Leisure
58,31,133,79,357,Energetic,Leisure
168,84,25,17,304,Neutral,Productive
15,33,83,44,354,Neutral,Leisure
151,40,65,144,470,Happy,Leisure
164,5,64,21,360,Happy,Productive
137,73,174,144,469,Energetic,Leisure
126,78,162,46,469,Happy,Leisure
145,66,32,47,447,Tired,Productive
12,58,30,167,379,Tired,Leisure
10,24,14,90,443,Energetic,Leisure
17,55,181,102,323,Happy,Leisure
168,41,97,4,424,Tired,Productive
24,18,220,117,336,Neutral,Leisure
92,87,198,43,372,Neutral,Leisure
80,53,240,1,391,Energetic,Leisure
26,13,121,134,460,Sad,Leisure
86,88,51,52,389,Sad,Productive
162,11,148,65,401,Energetic,Leisure
51,33,146,103,427,Neutral,Leisure
90,10,143,67,359,Sad,Leisure
5,73,71,149,365,Neutral,Leisure
115,37,164,37,304,Tired,Leisure
44,88,43,0,465,Tired,Productive
126,38,159,93,439,Neutral,Leisure
84,57,10,113,436,Sad,Productive
175,25,190,119,351,Happy,Leisure
78,19,64,29,307,Happy,Productive
94,41,221,25,433,Tired,Leisure
120,38,104,88,439,Sad,Leisure
7,70,85,97,416,Sad,Leisure
91,48,80,120,364,Sad,Leisure
102,8,3,85,415,Energetic,Productive
21,54,56,10,336,Neutral,Productive
27,11,174,44,303,Tired,Leisure
105,75,141,109,474,Happy,Leisure
118,61,158,108,462,Sad,Leisure
53,45,221,153,341,Neutral,Leisure
33,3,228,114,354,Tired,Leisure
156,79,145,115,304,Tired,Leisure
124,58,37,168,466,Energetic,Leisure
76,79,234,10,386,Energetic,Leisure
176,1,123,11,404,Happy,Productive
137,51,240,34,458,Tired,Leisure
4,67,195,153,469,Happy,Leisure
151,34,60,70,473,Energetic,Productive
37,38,223,135,343,Sad,Leisure
27,87,28,86,343,Sad,Leisure
136,59,104,67,387,Neutral,Productive
47,52,104,149,376,Happy,Leisure
176,52,20,62,408,Sad,Productive
41,17,95,125,422,Happy,Leisure
104,19,15,21,429,Tired,Productive
139,0,84,102,358,Happy,Leisure
168,54,19,120,456,Happy,Productive
98,81,239,168,464,Energetic,Leisure
6,3,42,97,463,Sad,Leisure
83,39,93,118,384,Tired,Leisure
132,89,94,143,372,Energetic,Leisure
15,21,44,100,473,Tired,Leisure
178,70,49,91,309,Energetic,Productive
63,80,113,62,338,Neutral,Leisure
62,53,79,126,301,Energetic,Leisure
108,36,108,152,322,Sad,Leisure
123,53,3,137,368,Sad,Productive
22,26,111,110,387,Happy,Leisure
94,60,211,44,474,Energetic,Leisure
24,54,160,35,339,Happy,Leisure
133,88,74,92,424,Energetic,Productive
90,29,131,167,431,Tired,Leisure
153,85,142,68,422,Neutral,Productive
7,19,29,4,432,Energetic,Leisure
171,59,137,38,447,Energetic,Productive
166,47,70,166,461,Energetic,Leisure
118,37,198,75,441,Tired,Leisure
5,28,199,162,410,Neutral,Leisure
69,20,229,29,454,Tired,Leisure
93,59,33,75,301,Happy,Productive
18,45,101,147,449,Neutral,Leisure
114,48,49,1,338,Tired,Productive
68,4,122,7,420,Sad,Leisure
139,36,5,106,340,Sad,Productive
157,20,227,85,423,Neutral,Leisure
150,61,121,62,425,Happy,Productive
28,43,147,142,364,Neutral,Leisure
65,34,120,118,476,Sad,Leisure
103,52,126,175,347,Tired,Leisure
14,54,177,112,348,Tired,Leisure
114,40,153,177,353,Tired,Leisure
7,57,173,47,469,Energetic,Leisure
145,17,148,151,440,Tired,Leisure
141,48,160,135,423,Tired,Leisure
158,24,100,122,382,Neutral,Leisure
68,30,226,167,328,Sad,Leisure
160,1,89,111,345,Sad,Leisure
56,76,75,94,349,Energetic,Leisure
56,79,205,79,402,Neutral,Leisure
117,89,6,154,469,Sad,Productive
44,59,112,113,452,Tired,Leisure
119,6,87,89,402,Sad,Leisure
114,10,15,81,435,Happy,Productive
95,48,183,123,409,Happy,Leisure
140,48,142,72,318,Neutral,Leisure
158,69,138,162,336,Neutral,Leisure
17,62,4,173,390,Energetic,Leisure
147,24,231,143,352,Sad,Leisure
78,78,165,88,322,Neutral,Leisure
74,90,185,45,419,Sad,Leisure
123,34,183,24,403,Tired,Leisure
2,6,0,136,410,Neutral,Leisure
29,82,89,90,313,Neutral,Leisure
180,41,103,91,332,Energetic,Productive
156,85,207,50,419,Energetic,Leisure
58,67,63,7,303,Happy,Productive
153,5,229,115,315,Tired,Leisure
147,4,226,93,394,Sad,Leisure
130,76,4,85,328,Sad,Productive
104,87,95,108,352,Energetic,Leisure
115,78,177,57,381,Neutral,Leisure
135,78,10,153,472,Tired,Productive
149,48,214,59,369,Happy,Leisure
16,76,9,62,394,Sad,Productive
146,31,50,7,312,Tired,Productive
0,30,65,134,409,Neutral,Leisure
121,58,204,92,401,Happy,Leisure
85,5,204,140,402,Sad,Leisure
140,78,6,94,477,Energetic,Productive
144,36,224,99,468,Energetic,Leisure
172,46,158,18,423,Energetic,Productive
11,30,109,158,381,Sad,Leisure
117,57,99,169,418,Tired,Leisure
29,74,3,158,378,Energetic,Leisure
81,75,105,68,379,Happy,Leisure
42,8,132,13,341,Happy,Leisure
32,18,0,71,339,Tired,Leisure
77,69,143,78,301,Sad,Leisure
167,33,129,76,474,Tired,Leisure
100,40,189,5,437,Happy,Leisure
161,76,220,22,401,Tired,Leisure
77,77,104,118,448,Tired,Leisure
134,56,101,146,305,Tired,Leisure
16,3,181,72,346,Tired,Leisure
16,54,152,132,399,Energetic,Leisure
131,31,175,162,418,Sad,Leisure
116,81,86,83,405,Neutral,Productive
137,82,1,62,361,Neutral,Productive
145,3,101,122,329,Neutral,Leisure
81,71,156,102,430,Neutral,Leisure
108,34,48,8,317,Tired,Productive
26,12,23,25,447,Happy,Leisure
33,72,191,89,429,Happy,Leisure
6,51,19,170,355,Sad,Leisure
30,56,153,54,394,Neutral,Leisure
127,76,67,143,379,Energetic,Leisure
140,14,126,25,323,Sad,Productive
19,12,95,67,472,Tired,Leisure
152,25,59,78,402,Sad,Productive
85,51,234,44,458,Neutral,Leisure
57,36,8,161,394,Energetic,Leisure
50,8,98,4,430,Tired,Leisure
85,21,45,123,476,Sad,Leisure
52,19,42,176,339,Energetic,Leisure
149,23,198,42,377,Neutral,Leisure
171,55,134,103,317,Happy,Leisure
95,59,131,95,343,Energetic,Leisure
24,90,111,158,413,Sad,Leisure
92,5,109,15,380,Happy,Leisure
18,52,1,28,420,Happy,Productive
104,81,219,116,391,Energetic,Leisure
61,66,148,86,410,Tired,Leisure
39,0,156,141,372,Sad,Leisure
16,25,95,139,332,Energetic,Leisure
144,2,74,133,448,Happy,Leisure
161,20,207,159,468,Neutral,Leisure
177,30,167,80,319,Energetic,Leisure
72,49,145,100,322,Energetic,Leisure
132,6,214,78,362,Tired,Leisure
4,77,136,33,310,Happy,Leisure
157,41,211,131,391,Sad,Leisure
79,54,133,155,335,Sad,Leisure
79,36,109,152,327,Neutral,Leisure
81,68,7,126,433,Energetic,Productive
85,32,239,32,303,Happy,Leisure
59,62,167,172,467,Sad,Leisure
177,62,145,27,471,Neutral,Productive
100,21,85,174,312,Tired,Leisure
112,79,0,119,379,Happy,Productive
81,89,8,177,371,Energetic,Leisure
60,72,86,68,476,Tired,Leisure
127,5,234,59,369,Happy,Leisure
90,20,19,83,327,Sad,Productive
41,47,66,11,370,Sad,Productive
80,35,119,124,330,Tired,Leisure
92,40,89,22,340,Neutral,Productive
162,73,131,45,433,Happy,Productive
106,65,64,17,424,Neutral,Productive
163,90,41,110,396,Sad,Productive
140,12,213,80,467,Happy,Leisure
108,24,10,51,337,Energetic,Productive
35,46,129,39,467,Sad,Leisure
72,2,107,103,480,Energetic,Leisure
86,17,193,93,409,Tired,Leisure
133,36,177,35,414,Tired,Leisure
76,74,124,152,330,Sad,Leisure
53,8,75,153,315,Energetic,Leisure
131,59,175,26,407,Energetic,Leisure
179,79,115,90,441,Happy,Productive
33,17,104,162,393,Tired,Leisure
177,49,115,77,310,Energetic,Productive
29,58,218,83,319,Neutral,Leisure
42,23,46,7,377,Energetic,Productive
88,42,104,32,417,Sad,Leisure
73,46,122,131,479,Neutral,Leisure
174,41,148,114,379,Happy,Leisure
162,36,28,131,366,Tired,Productive
5,1,189,69,471,Happy,Leisure
69,40,70,18,320,Happy,Productive
79,65,150,54,418,Neutral,Leisure
48,55,212,121,341,Energetic,Leisure
102,41,112,122,446,Happy,Leisure
119,39,164,3,380,Energetic,Leisure
40,83,143,68,347,Happy,Leisure
168,71,120,33,470,Happy,Productive
46,24,141,140,334,Energetic,Leisure
17,66,172,89,468,Tired,Leisure
121,13,104,173,405,Neutral,Leisure
164,14,147,100,404,Neutral,Leisure
70,6,24,46,456,Tired,Productive
155,55,83,17,338,Tired,Productive
1,21,57,87,325,Sad,Leisure
175,78,25,126,345,Neutral,Productive
151,33,197,43,461,Sad,Leisure
48,58,238,122,370,Happy,Leisure
114,2,227,70,340,Neutral,Leisure
104,84,182,47,420,Tired,Leisure
4,58,168,76,449,Sad,Leisure
165,79,84,80,375,Happy,Productive
138,84,146,139,312,Tired,Leisure
53,10,3,149,427,Sad,Leisure
171,0,112,9,347,Happy,Productive
31,79,198,60,386,Neutral,Leisure
118,61,210,9,396,Neutral,Leisure
99,84,40,135,458,Energetic,Productive
99,28,123,25,327,Happy,Leisure
76,20,53,139,377,Tired,Leisure
82,86,15,138,467,Energetic,Productive
106,59,92,132,329,Happy,Leisure
85,35,82,145,311,Neutral,Leisure
108,1,113,39,473,Neutral,Leisure
54,43,235,139,453,Energetic,Leisure
93,9,152,45,352,Neutral,Leisure
134,37,135,15,334,Tired,Productive
30,32,57,97,377,Energetic,Leisure
52,5,117,41,346,Energetic,Leisure
112,69,235,105,316,Tired,Leisure
97,84,140,110,321,Neutral,Leisure
172,48,138,118,316,Tired,Leisure
46,10,214,50,444,Neutral,Leisure
79,12,132,161,348,Neutral,Leisure
155,53,60,176,328,Tired,Leisure
116,0,221,9,480,Neutral,Leisure
152,34,111,148,316,Tired,Leisure
5,6,138,150,450,Tired,Leisure
9,65,6,121,331,Neutral,Leisure
89,26,100,30,300,Energetic,Leisure
34,74,215,24,311,Energetic,Leisure
52,86,27,101,302,Happy,Productive
31,48,128,87,373,Energetic,Leisure
27,89,30,117,455,Happy,Leisure
65,46,163,166,477,Sad,Leisure
49,33,185,152,386,Neutral,Leisure
75,4,69,20,442,Tired,Leisure
27,65,139,27,356,Tired,Leisure
17,37,14,34,478,Happy,Productive
52,39,118,84,438,Neutral,Leisure
4,84,78,99,300,Neutral,Leisure
127,35,240,165,358,Happy,Leisure
136,38,167,166,419,Happy,Leisure
123,58,170,89,317,Sad,Leisure
71,13,73,169,346,Sad,Leisure
179,4,14,120,408,Tired,Productive
160,15,139,71,454,Happy,Leisure
70,19,129,67,355,Happy,Leisure
116,67,186,103,406,Neutral,Leisure
119,66,163,160,321,Neutral,Leisure
140,14,80,26,477,Energetic,Productive
156,17,22,52,383,Sad,Productive
4,77,232,132,309,Sad,Leisure
178,43,151,45,333,Happy,Productive
131,0,68,156,385,Happy,Leisure
68,88,162,118,371,Happy,Leisure
140,43,240,130,303,Neutral,Leisure
123,43,183,108,411,Energetic,Leisure
109,74,69,15,375,Energetic,Productive
164,68,101,128,418,Energetic,Productive
148,26,188,116,322,Neutral,Leisure
128,14,162,35,478,Happy,Leisure
122,13,197,56,431,Energetic,Leisure
122,1,147,75,357,Neutral,Leisure
110,61,59,124,350,Happy,Leisure
46,82,187,7,357,Energetic,Leisure
155,22,147,127,372,Happy,Leisure
19,56,190,114,381,Neutral,Leisure
116,81,1,43,400,Tired,Productive
21,38,3,80,403,Sad,Leisure
116,57,38,179,338,Sad,Leisure
26,25,153,14,351,Neutral,Leisure
96,88,143,5,430,Energetic,Productive
44,82,218,130,398,Tired,Leisure
75,58,65,36,363,Happy,Productive
20,66,79,101,320,Energetic,Leisure
3,65,23,155,448,Happy,Leisure
160,84,213,177,326,Neutral,Leisure
76,26,187,17,302,Happy,Leisure
136,89,47,98,406,Energetic,Productive
113,60,237,117,315,Tired,Leisure
115,35,97,5,337,Tired,Productive
147,67,182,62,377,Neutral,Leisure
7,63,117,3,392,Sad,Leisure
110,48,154,119,375,Happy,Leisure
178,17,157,55,395,Neutral,Leisure
18,36,166,76,317,Neutral,Leisure
134,48,52,155,308,Sad,Leisure
170,38,97,123,356,Sad,Leisure
39,40,125,12,466,Tired,Leisure
39,62,108,124,422,Tired,Leisure
29,27,167,71,406,Neutral,Leisure
160,85,178,133,348,Happy,Leisure
148,65,5,129,309,Energetic,Productive
79,83,157,66,328,Sad,Leisure
26,19,3,150,417,Energetic,Leisure
109,26,208,94,371,Tired,Leisure
103,52,235,62,377,Sad,Leisure
31,82,28,20,300,Sad,Productive
26,83,85,88,322,Tired,Leisure
92,40,17,21,442,Tired,Productive
41,90,102,39,329,Tired,Leisure
152,81,152,30,320,Tired,Productive
95,4,87,61,377,Neutral,Leisure
8,71,26,27,328,Happy,Productive
144,76,58,24,363,Sad,Productive
89,46,41,141,427,Energetic,Leisure
53,77,29,55,433,Neutral,Productive
93,27,194,144,439,Tired,Leisure
125,4,55,120,434,Tired,Leisure
176,66,33,65,374,Neutral,Productive
44,82,141,45,379,Sad,Leisure
149,86,108,147,329,Energetic,Leisure
94,83,235,171,327,Neutral,Leisure
16,35,31,43,302,Energetic,Leisure
19,27,179,175,422,Sad,Leisure
20,26,180,9,441,Energetic,Leisure
143,41,66,161,422,Neutral,Leisure
144,52,43,178,475,Tired,Leisure
145,77,237,87,310,Happy,Leisure
84,49,239,54,306,Energetic,Leisure
130,77,3,157,403,Neutral,Productive
7,29,144,39,422,Neutral,Leisure
160,79,210,3,465,Energetic,Productive
158,75,24,127,444,Happy,Productive
166,36,87,147,455,Tired,Leisure
137,63,78,56,394,Sad,Productive
107,48,85,58,377,Tired,Productive
173,85,141,59,442,Sad,Productive
101,25,94,0,470,Tired,Productive
164,78,57,72,374,Tired,Productive
86,89,115,13,312,Tired,Productive
180,60,107,32,371,Energetic,Productive
4,68,76,104,381,Neutral,Leisure
9,25,21,112,336,Neutral,Leisure
19,57,61,45,373,Tired,Leisure
107,20,163,132,307,Neutral,Leisure
36,55,109,120,361,Energetic,Leisure
171,22,211,58,368,Energetic,Leisure
18,75,73,1,370,Happy,Productive
34,71,93,108,363,Energetic,Leisure
85,65,149,153,377,Energetic,Leisure
174,85,5,154,396,Tired,Productive
160,41,70,56,476,Tired,Productive
95,8,27,52,341,Sad,Productive
121,48,1,17,304,Neutral,Productive
81,50,100,106,472,Sad,Leisure
50,0,231,22,457,Sad,Leisure
172,42,75,42,398,Energetic,Productive
12,87,138,108,330,Sad,Leisure
177,53,124,161,447,Happy,Leisure
118,9,162,4,413,Neutral,Leisure
48,34,170,171,444,Happy,Leisure
82,12,112,83,331,Sad,Leisure
86,66,200,149,476,Happy,Leisure
42,69,52,49,465,Happy,Productive
147,71,60,179,409,Tired,Leisure
57,86,170,10,412,Neutral,Leisure
151,60,216,95,444,Tired,Leisure
41,56,194,154,470,Happy,Leisure
5,63,123,30,393,Happy,Leisure
161,81,108,68,300,Energetic,Productive
33,8,223,34,328,Tired,Leisure
106,38,216,102,431,Tired,Leisure
47,60,221,51,376,Energetic,Leisure
48,32,11,150,445,Energetic,Leisure
111,37,103,48,338,Happy,Leisure
27,20,218,135,339,Sad,Leisure
169,29,186,27,480,Sad,Leisure
144,70,152,18,384,Energetic,Productive
142,87,130,22,333,Tired,Productive
114,49,217,5,384,Neutral,Leisure
141,88,50,133,345,Energetic,Productive
78,44,157,109,464,Neutral,Leisure
53,77,80,30,374,Sad,Productive
120,81,17,72,372,Neutral,Productive
54,13,127,38,447,Happy,Leisure
84,54,231,25,303,Sad,Leisure
161,21,133,97,451,Tired,Leisure
164,51,220,120,312,Sad,Leisure
173,90,193,63,385,Energetic,Productive
135,64,76,32,324,Energetic,Productive
119,30,228,18,359,Happy,Leisure
153,85,83,173,373,Happy,Leisure
91,69,52,63,384,Tired,Productive
105,0,143,114,389,Neutral,Leisure
21,12,26,16,469,Happy,Leisure
92,15,121,55,462,Neutral,Leisure
147,79,49,133,372,Energetic,Productive
140,23,185,143,444,Happy,Leisure
60,79,193,179,330,Neutral,Leisure
78,86,185,102,305,Happy,Leisure
167,20,116,19,416,Tired,Productive
130,4,58,111,441,Neutral,Leisure
31,34,27,170,370,Tired,Leisure
84,35,184,39,376,Neutral,Leisure
71,36,240,100,370,Tired,Leisure
47,76,228,47,442,Sad,Leisure
15,49,83,45,358,Happy,Leisure
25,81,163,91,449,Sad,Leisure
40,44,166,109,425,Energetic,Leisure
119,51,219,12,381,Tired,Leisure
107,69,147,74,360,Energetic,Leisure
133,14,203,125,378,Neutral,Leisure
72,14,90,104,436,Sad,Leisure
6,17,207,149,307,Tired,Leisure
90,20,208,116,444,Sad,Leisure
12,63,132,94,457,Tired,Leisure
76,76,5,154,477,Energetic,Leisure
163,74,76,153,373,Tired,Productive
67,69,206,36,379,Tired,Leisure
159,1,172,27,358,Energetic,Leisure
137,60,202,135,360,Tired,Leisure
120,90,189,26,437,Sad,Leisure
147,26,213,110,427,Happy,Leisure
103,84,31,8,303,Tired,Productive
31,26,223,165,370,Tired,Leisure
79,24,136,28,369,Neutral,Leisure
77,42,71,43,424,Neutral,Productive
9,30,36,110,355,Neutral,Leisure
145,22,104,5,382,Happy,Productive
155,7,104,139,349,Energetic,Leisure
150,88,169,132,306,Happy,Leisure
21,80,231,116,314,Happy,Leisure
160,65,65,131,303,Tired,Productive
49,70,134,72,418,Sad,Leisure
49,65,180,121,470,Neutral,Leisure
155,12,86,13,372,Energetic,Productive
152,24,105,92,399,Neutral,Leisure
68,35,234,55,361,Tired,Leisure
172,0,4,68,384,Energetic,Productive
12,24,138,111,471,Energetic,Leisure
171,41,196,39,365,Happy,Leisure
173,41,91,42,303,Tired,Productive
121,71,165,162,428,Sad,Leisure
76,33,201,99,462,Neutral,Leisure
68,39,143,18,467,Happy,Leisure
74,48,231,20,355,Sad,Leisure
109,60,183,55,345,Happy,Leisure
163,49,142,56,451,Neutral,Productive
160,37,14,155,473,Energetic,Productive
33,19,49,123,336,Neutral,Leisure
180,22,177,10,442,Neutral,Productive
137,70,97,35,301,Energetic,Productive
117,72,71,169,392,Energetic,Leisure
109,74,42,70,377,Happy,Productive
26,7,94,102,348,Happy,Leisure
104,44,180,89,427,Neutral,Leisure
162,5,222,33,353,Neutral,Leisure
78,8,2,32,381,Energetic,Productive
163,66,10,94,359,Sad,Productive
40,85,110,79,330,Sad,Leisure
93,44,228,68,432,Sad,Leisure
115,59,208,27,309,Happy,Leisure
133,76,200,41,441,Sad,Leisure
1,54,146,112,338,Sad,Leisure
147,66,54,129,349,Happy,Productive
58,10,222,116,367,Neutral,Leisure
92,35,52,50,300,Energetic,Productive
47,80,56,65,454,Tired,Productive
103,44,45,142,409,Tired,Leisure
101,48,14,64,421,Energetic,Productive
44,62,18,57,348,Sad,Productive
60,79,121,139,349,Happy,Leisure
70,82,163,52,456,Sad,Leisure
55,3,219,158,331,Tired,Leisure
129,48,155,152,438,Tired,Leisure
44,34,141,73,472,Neutral,Leisure
36,24,32,173,310,Energetic,Leisure
119,81,238,37,381,Sad,Leisure
112,67,112,14,341,Energetic,Productive
138,55,177,112,457,Energetic,Leisure
115,17,100,62,454,Sad,Leisure
114,43,79,141,476,Tired,Leisure
153,86,162,45,477,Happy,Productive
43,69,165,26,441,Energetic,Leisure
137,1,3,102,339,Neutral,Productive
12,2,159,121,324,Neutral,Leisure
68,80,47,5,445,Sad,Productive
81,50,58,138,414,Neutral,Leisure
147,50,172,37,375,Tired,Leisure
23,9,37,25,442,Sad,Leisure
27,7,14,170,385,Happy,Leisure
164,2,177,11,315,Neutral,Leisure
164,47,34,9,407,Happy,Productive
165,54,152,54,420,Energetic,Productive
177,39,115,60,338,Sad,Productive
80,52,38,9,404,Neutral,Productive
161,27,211,45,382,Happy,Leisure
26,12,51,175,309,Energetic,Leisure
90,85,93,31,459,Sad,Productive
55,75,240,66,402,Neutral,Leisure
15,59,2,132,321,Energetic,Leisure
47,33,158,86,361,Sad,Leisure
143,51,112,111,402,Neutral,Leisure
120,50,200,30,330,Happy,Leisure
133,81,158,145,385,Sad,Leisure
51,81,124,9,350,Energetic,Leisure
169,2,42,166,348,Neutral,Leisure
22,68,62,134,447,Neutral,Leisure
34,75,223,135,410,Tired,Leisure
101,49,96,68,410,Neutral,Leisure
12,68,181,106,313,Energetic,Leisure
47,10,152,62,331,Happy,Leisure
25,0,213,175,407,Energetic,Leisure
105,37,116,152,368,Tired,Leisure
172,41,5,156,415,Neutral,Productive
177,60,11,170,352,Energetic,Productive
176,27,53,120,403,Tired,Productive
146,7,105,141,324,Tired,Leisure
148,2,104,144,301,Happy,Leisure
160,58,48,50,391,Energetic,Productive
25,28,115,35,383,Energetic,Leisure
73,76,61,34,345,Happy,Productive
104,8,27,111,321,Sad,Leisure
86,3,141,86,323,Neutral,Leisure
48,27,76,15,459,Energetic,Leisure
41,72,121,3,319,Neutral,Leisure
171,2,31,128,439,Energetic,Productive
36,29,175,71,413,Neutral,Leisure
136,32,107,9,383,Energetic,Productive
42,64,196,117,334,Energetic,Leisure
132,67,212,72,465,Neutral,Leisure
30,4,13,25,374,Neutral,Leisure
123,45,183,167,431,Sad,Leisure
104,66,57,177,321,Neutral,Leisure
163,40,170,168,378,Sad,Leisure
84,83,211,101,340,Happy,Leisure
100,68,223,130,452,Neutral,Leisure
49,55,11,44,374,Sad,Productive
123,25,23,56,421,Neutral,Productive
88,27,93,57,309,Tired,Leisure
17,60,52,98,475,Tired,Leisure
92,39,102,136,354,Sad,Leisure
1,60,223,154,310,Happy,Leisure
121,24,66,170,473,Sad,Leisure
43,73,80,76,327,Tired,Leisure
69,26,11,16,327,Energetic,Productive
122,29,36,12,322,Tired,Productive
177,84,130,178,352,Neutral,Leisure
179,72,197,114,385,Sad,Leisure
14,11,220,40,379,Tired,Leisure
92,70,43,29,319,Tired,Productive
160,73,82,44,395,Neutral,Productive
42,72,4,55,360,Sad,Productive
161,44,30,100,471,Energetic,Productive
39,86,64,141,463,Tired,Leisure
146,20,120,16,440,Sad,Productive
130,69,237,6,447,Energetic,Leisure
22,2,194,105,429,Energetic,Leisure
12,79,225,111,302,Happy,Leisure
91,64,6,135,329,Tired,Productive
149,15,98,66,419,Sad,Leisure
43,14,87,36,448,Tired,Leisure
19,10,233,131,474,Happy,Leisure
101,14,118,64,413,Sad,Leisure
168,2,68,68,351,Tired,Productive
157,45,217,130,416,Energetic,Leisure
112,87,105,59,439,Tired,Productive
42,45,238,152,475,Tired,Leisure
26,16,122,34,318,Sad,Leisure
90,2,182,97,413,Energetic,Leisure
18,22,203,107,313,Neutral,Leisure
104,2,126,139,306,Energetic,Leisure
100,76,155,128,326,Energetic,Leisure
143,61,9,51,307,Neutral,Productive
24,45,198,109,331,Sad,Leisure
81,76,109,157,392,Sad,Leisure
5,73,155,132,337,Energetic,Leisure
35,86,214,130,436,Tired,Leisure
171,21,67,106,304,Neutral,Productive
48,18,127,105,476,Tired,Leisure
39,50,57,179,389,Neutral,Leisure
119,4,16,160,322,Happy,Leisure
18,29,124,82,387,Energetic,Leisure
171,81,224,2,335,Energetic,Productive
169,6,148,23,322,Neutral,Productive
88,26,229,144,474,Neutral,Leisure
114,48,149,168,304,Happy,Leisure
87,71,6,154,357,Sad,Leisure
125,78,235,174,474,Happy,Leisure
3,31,129,31,351,Tired,Leisure
90,75,63,132,352,Energetic,Leisure
93,12,63,50,472,Sad,Leisure
26,30,153,93,361,Sad,Leisure
16,64,28,55,421,Sad,Leisure
83,50,214,96,311,Tired,Leisure
19,38,146,56,311,Happy,Leisure
56,29,73,165,422,Neutral,Leisure
81,31,174,118,456,Energetic,Leisure
32,40,71,65,426,Sad,Leisure
94,20,26,132,479,Energetic,Leisure
61,64,118,67,469,Sad,Leisure
110,71,213,42,449,Happy,Leisure
140,37,143,100,427,Happy,Leisure
100,63,106,43,340,Neutral,Productive
151,40,112,98,368,Happy,Leisure
68,75,229,96,428,Sad,Leisure
179,5,201,35,421,Tired,Leisure
144,3,125,65,301,Happy,Leisure
59,35,104,27,398,Neutral,Leisure
136,59,230,118,470,Happy,Leisure
161,64,218,146,384,Happy,Leisure
102,89,78,62,414,Sad,Productive
102,40,82,3,318,Happy,Productive
64,23,42,177,438,Energetic,Leisure
67,21,87,21,301,Energetic,Leisure
164,48,91,133,348,Tired,Leisure
108,88,214,34,349,Energetic,Leisure
59,39,67,150,348,Happy,Leisure
101,35,183,19,330,Sad,Leisure
157,63,108,148,388,Sad,Leisure
59,69,120,31,412,Sad,Leisure
165,16,198,0,328,Neutral,Leisure
45,77,63,161,361,Sad,Leisure
97,44,45,149,312,Neutral,Leisure
78,53,139,88,414,Tired,Leisure
47,66,211,4,420,Energetic,Leisure
136,1,198,125,402,Sad,Leisure
0,61,76,17,342,Energetic,Leisure
104,28,163,95,305,Happy,Leisure
116,40,0,160,412,Sad,Leisure
